#step	total	overlap	contact	SC-SC	stiff
0	-700.0	0.0	0.0	-700.0	0.0
0	-700.0	0.0	0.0	-700.0	0.0
2500000	-672.0	0.0	0.0	-672.0	0.0
5000000	-670.0	0.0	0.0	-670.0	0.0
7500000	-682.0	0.0	0.0	-682.0	0.0
10000000	-678.0	0.0	0.0	-678.0	0.0
12500000	-688.0	0.0	0.0	-688.0	0.0
15000000	-678.0	0.0	0.0	-678.0	0.0
17500000	-678.0	0.0	0.0	-678.0	0.0
20000000	-682.0	0.0	0.0	-682.0	0.0
22500000	-644.0	0.0	0.0	-644.0	0.0
25000000	-652.0	0.0	0.0	-652.0	0.0
27500000	-674.0	0.0	0.0	-674.0	0.0
30000000	-652.0	0.0	0.0	-652.0	0.0
32500000	-680.0	0.0	0.0	-680.0	0.0
35000000	-670.0	0.0	0.0	-670.0	0.0
37500000	-644.0	0.0	0.0	-644.0	0.0
40000000	-684.0	0.0	0.0	-684.0	0.0
42500000	-666.0	0.0	0.0	-666.0	0.0
45000000	-678.0	0.0	0.0	-678.0	0.0
47500000	-650.0	0.0	0.0	-650.0	0.0
50000000	-668.0	0.0	0.0	-668.0	0.0
52500000	-672.0	0.0	0.0	-672.0	0.0
55000000	-660.0	0.0	0.0	-660.0	0.0
57500000	-668.0	0.0	0.0	-668.0	0.0
60000000	-654.0	0.0	0.0	-654.0	0.0
62500000	-666.0	0.0	0.0	-666.0	0.0
65000000	-670.0	0.0	0.0	-670.0	0.0
67500000	-674.0	0.0	0.0	-674.0	0.0
70000000	-674.0	0.0	0.0	-674.0	0.0
72500000	-638.0	0.0	0.0	-638.0	0.0
75000000	-658.0	0.0	0.0	-658.0	0.0
77500000	-676.0	0.0	0.0	-676.0	0.0
80000000	-654.0	0.0	0.0	-654.0	0.0
82500000	-666.0	0.0	0.0	-666.0	0.0
85000000	-670.0	0.0	0.0	-670.0	0.0
87500000	-694.0	0.0	0.0	-694.0	0.0
90000000	-668.0	0.0	0.0	-668.0	0.0
92500000	-682.0	0.0	0.0	-682.0	0.0
95000000	-690.0	0.0	0.0	-690.0	0.0
97500000	-676.0	0.0	0.0	-676.0	0.0
100000000	-658.0	0.0	0.0	-658.0	0.0
102500000	-652.0	0.0	0.0	-652.0	0.0
105000000	-678.0	0.0	0.0	-678.0	0.0
107500000	-656.0	0.0	0.0	-656.0	0.0
110000000	-674.0	0.0	0.0	-674.0	0.0
112500000	-688.0	0.0	0.0	-688.0	0.0
115000000	-664.0	0.0	0.0	-664.0	0.0
117500000	-672.0	0.0	0.0	-672.0	0.0
120000000	-680.0	0.0	0.0	-680.0	0.0
122500000	-666.0	0.0	0.0	-666.0	0.0
125000000	-642.0	0.0	0.0	-642.0	0.0
127500000	-648.0	0.0	0.0	-648.0	0.0
130000000	-672.0	0.0	0.0	-672.0	0.0
132500000	-708.0	0.0	0.0	-708.0	0.0
135000000	-666.0	0.0	0.0	-666.0	0.0
137500000	-692.0	0.0	0.0	-692.0	0.0
140000000	-712.0	0.0	0.0	-712.0	0.0
142500000	-700.0	0.0	0.0	-700.0	0.0
145000000	-672.0	0.0	0.0	-672.0	0.0
147500000	-676.0	0.0	0.0	-676.0	0.0
150000000	-680.0	0.0	0.0	-680.0	0.0
152500000	-684.0	0.0	0.0	-684.0	0.0
155000000	-658.0	0.0	0.0	-658.0	0.0
157500000	-656.0	0.0	0.0	-656.0	0.0
160000000	-648.0	0.0	0.0	-648.0	0.0
162500000	-634.0	0.0	0.0	-634.0	0.0
165000000	-660.0	0.0	0.0	-660.0	0.0
167500000	-672.0	0.0	0.0	-672.0	0.0
170000000	-674.0	0.0	0.0	-674.0	0.0
172500000	-658.0	0.0	0.0	-658.0	0.0
175000000	-684.0	0.0	0.0	-684.0	0.0
177500000	-698.0	0.0	0.0	-698.0	0.0
180000000	-690.0	0.0	0.0	-690.0	0.0
182500000	-672.0	0.0	0.0	-672.0	0.0
185000000	-686.0	0.0	0.0	-686.0	0.0
187500000	-666.0	0.0	0.0	-666.0	0.0
190000000	-692.0	0.0	0.0	-692.0	0.0
192500000	-702.0	0.0	0.0	-702.0	0.0
195000000	-670.0	0.0	0.0	-670.0	0.0
197500000	-672.0	0.0	0.0	-672.0	0.0
200000000	-682.0	0.0	0.0	-682.0	0.0
